name	id	x_pca	y_pca	z_pca	x_tsne	y_tsne	z_tsne	x_k2	y_k2	z_k2	cl_pca	cl_tsne	cl_k2	cl_kn
( Common Gateway Interface ) is the very first attempt at providing users with dynamic content . It allows users to execute a program that resides in the server to process data and even access databases in order to produce the relevant content . Since these are programs , they are written in the native operating system and then stored in a specific directory	1557	0.07193919	0.11494677	-0.026010534	1.577302	-12.531228	-1.0809363	0.26742533	0.6351299	-0.35308132	14	5	-1	6
, on the other hand , refers to doing the right things . It constantly measures if the actual output meets the desired output	78	-0.08937616	0.021414062	-0.1555931	2.4141295	-2.7034736	13.275817	0.4415579	0.47988176	0.38179162	-1	36	-1	38
but we could always specify the condition with the help of the ‘ where ’ clause in the command	895	0.0152125135	0.07307448	-0.069990754	7.054474	-10.667615	11.4960375	-0.059690867	0.61687505	0.35879317	14	32	-1	24
supported the Native Americans by building for them numerous schools and allowing them to have leadership positions	115	0.034652893	0.06950153	0.07205969	-19.361702	-2.0633068	-3.798242	-0.4375238	0.13721858	0.07262732	13	2	-1	29
emphasizes overheads recovery	293	-0.098583974	0.14142385	0.025877453	-6.222131	-6.1985135	3.7993448	0.3400039	-0.16862407	0.69132066	-1	25	22	35
it is worth it to spend for	765	-0.027926248	0.24913238	0.073408194	-16.898628	-6.152309	-2.4981623	-0.23499537	0.8083597	0.041574232	-1	2	-1	-1
the is only available for Windows and macOS on a subscription basis . It is the industry standard to create , print , manage , and comment on PDF files , and so much more	2053	0.019717298	-0.008797593	0.11074303	-17.096601	6.3697505	1.4196591	-0.16176608	1.146728	-0.09952576	10	-1	-1	-1
the is the official body that elects the Supreme Leader of Iran . This assembly of experts is composed of 86 Islamic scholars	217	-0.185238	-0.042503208	-0.078495964	5.076861	5.964043	15.42672	0.03757687	-0.13542044	0.6822623	-1	40	10	-1
: Shingles is an infection of a nerve and the skin around it , caused by the reactivation of the varicella-zoster virus	589	-0.11956572	0.046800576	-0.19526972	-4.146102	-12.746853	13.633335	0.4836659	-0.78182137	-0.6649256	15	16	3	9
simply means how far the numbers are spread in a given data set from their average value	1004	-0.006444784	0.03632651	0.16952662	-11.935129	1.0551361	-5.8305197	-0.51596177	0.288258	0.6455262	2	33	9	-1
elevated insulin levels	142	0.13065879	-0.036983065	-0.14855795	17.975456	-1.0456511	5.688675	-0.04846517	-0.23951338	0.23758121	9	1	-1	8
is the conversion of a liquid into its vapor	1923	-0.043479137	-0.08844533	0.030106978	7.524063	4.079022	-9.435529	0.05042507	0.20979232	0.31092322	29	19	-1	22
is pure style , economy , and personality while the Sonata is simply just practical	883	0.022541484	0.16096357	0.07465912	-13.629999	0.4044728	4.1528	0.4009218	0.19436353	0.5564434	-1	33	14	20
books belong to the public library	456	0.24616177	-0.02038025	-0.02407325	13.822817	-10.09303	-0.32383904	-0.5911971	0.2893738	-0.40432033	8	7	7	13
it should also have a at the end	1600	0.08487289	-0.024941547	-0.10348333	6.2491956	-6.5799346	11.5215025	0.20428537	-0.096382216	0.3720763	17	32	-1	-1
it is stratiform clouds that are responsible for	731	0.12631828	0.12713718	0.05154124	4.713934	-10.0824585	-12.803218	-0.050744887	-0.49211627	0.82319814	-1	-1	-1	1
a risk factor for is being premature , a male infant , being born to a mother who smokes , and living in crowded conditions	1016	0.0037229604	-0.09484477	0.13885751	-10.21242	7.4837403	-7.0488186	0.94408906	-0.8665842	0.014679603	-1	-1	-1	-1
is mostly made of sugar and can also be savory	278	0.06271838	0.13346182	0.05854238	4.4344807	-8.334252	-14.70646	0.059732314	0.017907452	0.8501661	12	13	-1	1
glasses need to be washed	45	0.24326849	-0.023362573	-0.027629782	12.1372595	-5.84701	0.5827806	-0.5923471	0.29181692	-0.40054843	8	7	7	13
is the process of formation of vapor from a liquid , which can happen in one of the two ways : evaporation and boiling	2086	-0.042388607	-0.08817563	0.029262677	7.668834	4.2666755	-9.289409	0.04599946	0.20816936	0.31425425	29	19	-1	22
bed has been untidily made	19	0.24386425	-0.023253229	-0.028027993	8.523962	-9.340023	-1.3183273	-0.59108967	0.34313875	-0.3916918	8	7	7	13
the is a disorder in which there is an excess of growth hormone secreted beginning sometime between ages 20 to 40	865	-0.10226611	0.052240577	0.048559614	-9.4486265	-7.7884855	8.179292	0.4224559	-0.17853183	0.65131366	26	28	22	35
a is a written or verbal agreement between two or more parties that is enforceable by law	818	-0.020847408	-0.17863792	-0.16914614	11.338324	12.217303	2.3077037	0.5636701	-0.718601	-0.16720548	4	15	4	7
is not really that complex as it simply means that the IP of a certain network element like a computer or router stays the same throughout . The easiest method of achieving this would be by configuring the network card to take the same IP . But there are limitations to using static IPs , not to mention that it ’s tiresome for the administrator , and dynamic IPs are used instead	1351	0.2449888	-0.022957236	-0.029747475	11.093501	-7.167742	-3.7371478	-0.5929888	0.10366906	-0.4014705	8	7	8	13
the is now equipped with 3.5 inch screen	1220	-0.08544102	-0.09460263	0.10255956	-3.1690664	4.169156	-7.7956786	-0.057793915	-0.58656245	0.5528149	-1	30	-1	-1
is a petroleum - derived fuel . It contains hydrocarbons with carbon atoms between 4 to 12 per molecule . This is the key difference between naphtha and gasoline	1403	0.24300756	-0.02211851	-0.027914967	9.908344	-5.7883496	-0.6088712	-0.5902273	0.29295433	-0.40440562	8	7	7	13
ivory	664	0.005388398	-0.09755432	-0.038858667	0.8200191	12.772783	8.640543	-0.26175004	-0.07723572	0.13091622	22	41	18	41
there are two forms of as light and heavy naphtha . Each fraction contains different hydrocarbon molecules having different numbers of carbon atoms per each molecule	244	0.24794355	-0.021767642	-0.029579168	10.187203	-8.014396	1.4182062	-0.47699073	0.4745486	-0.39009926	8	7	-1	13
as for the which is a strictly Islam country , it is known for the historical Male Friday Mosque	1604	0.03099697	0.12344861	-0.025429357	0.6195753	-12.278187	-1.2560804	0.5800392	0.5528216	-0.23998438	14	5	-1	6
mitigation involves reducing the emission of greenhouse gases and removing greenhouse gases from the atmosphere	1376	0.016231459	-0.032519404	-0.0443966	11.484231	9.964863	-4.700121	0.39111906	-0.1109324	0.36628214	-1	20	-1	10
buddhism	83	-0.114422195	-0.008164394	0.006737893	-6.3444667	2.3207943	11.449217	-0.0759754	0.17838287	-0.53242713	21	34	-1	39
in there is a simple lock button that will perform the task . In addition to these power functions , you will find other related power functions available to you by way of a pop up menu	1414	-0.05085182	-0.14059748	0.2344222	-1.8201255	7.5497403	-15.434722	0.09860732	0.38739952	0.77518326	-1	11	-1	18
the ’s deeper track marks	1262	-0.10176047	-0.005516443	-0.12118802	-0.12336226	7.27366	9.7851715	-0.31041467	0.040408857	0.2479988	-1	43	18	42
a covers a broader area , and includes subjects like science , mathematics , humanities and history	1189	-0.02870047	-0.08845871	0.10193424	-4.9525228	4.4424634	-5.510137	-0.3000696	-0.06453514	0.68377644	-1	30	10	36
relies on a combination of talents from the script writer to the musical director and the set and costume designer	645	-0.12963207	0.06112528	0.010411155	-9.617945	-10.844336	8.757026	-0.19662546	-0.30045915	0.35513332	-1	-1	-1	-1
, on the other hand , is a procedural programming language based on concurrent programming paradigm that bears a surface similarity to C In fact , Go is more like an updated version of	194	-0.13865684	-0.15748067	-0.20204636	10.392565	5.890732	7.200652	0.47383833	-0.24798788	0.27816263	3	17	22	40
: Blood clots are uniform red blood clumps . An ultrasound scan shows them as black areas	590	0.041948456	-0.015048485	0.13544561	-9.771914	-0.8519562	-10.93068	0.13561721	0.03728896	-0.77452224	10	31	1	-1
is a high-level scripting language that supports both project-oriented and procedure-oriented programming , which means it efficiently separates the functionality of a program and divides the program into several sub-modules	1800	-0.12945703	-0.14639421	-0.19050367	9.24488	6.1667037	6.9878044	0.5232872	-0.044523664	0.35470507	3	17	-1	40
: The transmission of the virus is by an air-droplet pathway . The contagion occurs when droplets containing the virus , formed by the sneezing or coughing of an infected person , fall in the airways or the eyes of other people	773	-0.10298261	0.04206278	-0.15567209	2.489328	0.63688767	16.400354	0.41595697	-0.59176296	0.12021791	-1	-1	-1	-1
we usually associate with refreshing and comfortable lower temperature	1733	0.10341965	0.15613519	0.029079264	-2.4688928	-8.336889	-8.44629	0.37674087	0.7651207	0.33788484	11	37	-1	3
is defined as the state of the atmosphere at a specific place at a particular time , described in terms of variable conditions such as temperature , humidity , wind velocity , precipitation , and barometric pressure	1156	0.056258634	-0.10389786	0.03212101	-3.5940015	12.252271	0.5888024	-0.19620755	0.21996953	-0.11428148	16	27	16	33
are codes followed by a group or culture	1853	-0.09060153	-0.017461624	-0.09828556	4.2067175	0.46385536	14.851852	0.3727541	-0.66876525	-0.44992048	30	36	6	38
the usually leaves a print four inches long and three inches wide	261	-0.06895704	0.009923306	-0.07719514	0.14586528	8.104178	9.6603	-0.3215766	0.6830103	0.25529122	32	43	-1	42
is just another shade of white like eggshell , diamond white , off - white , ecru or cream . This shade of white is known as ivory because it resembles the color of tusks and horns of animals ‘ “ the most famous being the ivory tusk of the elephant	148	0.009244025	-0.09824734	-0.03799033	1.0008664	12.972832	8.194431	-0.25952727	-0.068867065	0.13256559	22	41	18	41
the problem with is that it ’s just a specification which does n’t provide any implementation classes . The API is just a collection of classes and methods to store data persistently into a database following a specific set of rules and regulations that are to be followed by JPA vendors	221	-0.062800094	-0.08313067	0.12746188	-5.5009685	0.96161944	-7.243046	-0.15158398	0.41169864	0.78129524	-1	-1	-1	-1
refers to the amount of the water vapor inside a system	1343	-0.07261116	-0.026871687	-0.05009702	-3.553913	1.1785014	3.505098	0.30154437	0.25932097	0.44776446	-1	-1	14	-1
is based on a cooked mixture of egg yolk and cream or milk	1970	0.057740673	0.1297686	0.054801717	3.4389253	-8.59497	-14.185205	0.061767984	0.017835803	0.071319714	12	13	20	1
is what you expect according to averages of atmospheric conditions collected over several years at a place	2068	0.058939997	-0.10397808	0.033751246	-4.2837358	11.62449	0.9664356	-0.19654725	0.21873279	-0.11900537	16	27	16	33
is academic in nature and seems to be more upper - class . As such , it was an idea supported by the rich and powerful individuals . Those who belong to the middle and upper classes were mostly dedicated to progressivism . This also includes the highly urbanized regions . Politicians also liked the idea of progressivism and highlighted charitable acts . It was a top - to - bottom approach where ideas mainly originated from the top tier and then later spread to the masses . Progressivists , as how they were called , moved for scientific advancement and societal perfection	245	0.24553818	-0.022888519	-0.027119901	11.207761	-6.0705385	-2.0098965	-0.5931957	0.102719784	-0.40282163	8	7	8	13
is more formal	934	0.18859623	0.018043464	-0.050363325	8.315712	-10.02156	1.6505911	0.29814473	0.6673412	0.40145385	-1	-1	-1	-1
the offers a more strategic approach	1837	-0.08052174	-0.12783512	0.089609355	2.4277258	4.480672	-13.3052	0.07129506	-0.117174715	0.7645906	-1	-1	10	-1
uses the entity Beans for accessing the databases	636	-0.063974775	-0.07006787	0.02598673	4.797452	7.2907357	-5.924926	0.23946725	-0.34931335	0.36999267	-1	21	-1	23
such aggressive approach was not associated with leadership .	1063	0.21319067	0.011039932	-0.06061112	16.717104	-3.4236073	-2.652232	-0.83828837	-0.11452792	0.11448312	-1	-1	-1	-1
a rigid system where only men were allowed to vote for church leaders and anyone wanted to leave the Puritan community had to be granted permission by the local church or risk losing all their property	1329	0.125054	0.040950038	0.02556046	-20.818777	-2.5861166	-3.4762983	-0.54041535	0.1914618	-0.3812451	-1	2	-1	-1
is the overall temperature at a given area	454	0.053794652	-0.10550937	0.030080242	-2.8582056	11.902988	1.8212596	-0.2008337	0.2116104	-0.1194114	16	27	16	33
mumbai	1504	-0.05454235	-0.05224059	0.05863536	-10.157669	14.189695	4.550516	-0.22841415	-0.7689243	-0.044665787	25	9	-1	15
restaurant is better	3	0.24578027	-0.022397395	-0.02806699	12.268292	-6.4181333	-1.9168876	-0.59258646	0.29237744	-0.40342617	8	7	7	13
a does	507	-0.03595878	-0.040828295	0.007875883	4.9369965	9.236695	-6.3349357	0.31595662	-0.34864527	0.1653476	28	21	22	23
is primarily a local area networking technology that uses radio waves to provide high-speed internet access to mobile devices enabled with Wi-Fi . It not only allows mobile devices such as smartphones , laptops , and tablets to connect to the internet but also allows them to communicate with each other wirelessly	2083	0.0608676	0.0010534569	-0.09318039	6.551971	-5.0054903	13.497524	-0.030125853	0.11349079	-0.29377276	17	-1	-1	-1
: Gout can be diagnosed based on the symptoms and content of uric acid in the blood . Additional tests like X - ray , ultrasonography , etc . may also be used	1098	-0.10063645	0.06927237	0.0391965	-10.965044	7.4410944	6.5803943	0.33332124	0.8560064	-0.60015714	26	9	-1	17
in society	675	-0.086885504	-0.014675935	-0.094906434	4.295612	0.35278806	15.601071	0.48438317	-0.4820431	0.33120325	30	36	22	38
is a land locked city lying in the northern part of the country closer to Himalayas	990	-0.045854658	-0.05727799	0.060467385	-10.513447	14.538085	4.7503643	-0.11900719	-0.5813646	0.003583553	25	9	-1	15
include Aztec and Mayan Indians as well as the Spaniards who colonized them	1447	-0.14186946	0.08092265	0.10902156	-10.112577	-14.533803	-3.4937127	0.77092564	0.8534656	0.12165139	-1	3	-1	-1
, on the other hand , is seen as a cheap alternative to heating solutions at night , as they can absorb heat from the sun during the day and release it at night	348	0.2470808	-0.021770269	-0.030832004	12.333609	-8.725088	-0.036595456	-0.5737074	0.28977367	-0.40349734	8	7	7	13
, the rate offered by a commercial bank to its clients will also be higher	1107	-0.09428094	0.082690164	0.018743623	-4.4787316	-6.871696	6.438357	0.34315434	-0.34090528	0.87002313	-1	25	-1	-1
points to something nearby	1879	0.24590112	-0.021967504	-0.028634442	11.355909	-7.1602006	-1.1475844	-0.59221554	0.29137692	-0.40145704	8	7	7	13
refers to an uncomfortably lower temperature	923	0.10794369	0.17000759	0.022901986	-2.5644526	-7.7148094	-8.441994	0.2682556	0.57336694	-0.46782693	11	37	-1	3
a has full control of the business and is the only decision maker	63	0.072659664	0.044925768	0.12488223	3.6502852	-5.8335466	-7.7450714	0.10716732	-0.3426284	0.06510494	-1	-1	21	-1
can be treated once symptoms occur	1679	-0.01783577	0.13839775	0.021235853	4.069324	-6.599772	-14.049404	0.08640361	-0.33893645	0.16803025	-1	13	-1	1
perishability of makes it be sold only when fresh after which it will not be suitable for human consumption	1034	0.241728	-0.053315334	0.0107215475	18.422562	-9.215668	-5.957116	-0.5008776	-0.30835932	-0.40142202	7	6	5	14
have two main types— the common noun and the proper noun and other sub types such as collective , concrete , abstract , and mass or uncountable nouns	514	-0.036286287	-0.019604225	-0.076079905	4.0943327	-0.04327365	-12.897345	-0.63561165	0.65262645	0.18704486	-1	11	-1	-1
